"","X1","project","year","fellow","region","match"
"2457",743,"
              The Dr Dorothea Sandars and Irene Lee Churchill Fellowship to explore the interface between palliative care and physician assisted suicide/voluntary euthanasia - USA, Netherlands, Belgium, Luxembourg, Switzerland
",2012,"Sheahan, Linda","USA","yes"
"2458",743,"
              The Dr Dorothea Sandars and Irene Lee Churchill Fellowship to explore the interface between palliative care and physician assisted suicide/voluntary euthanasia - USA, Netherlands, Belgium, Luxembourg, Switzerland
",2012,"Sheahan, Linda","Netherlands","yes"
"2459",743,"
              The Dr Dorothea Sandars and Irene Lee Churchill Fellowship to explore the interface between palliative care and physician assisted suicide/voluntary euthanasia - USA, Netherlands, Belgium, Luxembourg, Switzerland
",2012,"Sheahan, Linda","Belgium","yes"
"2460",743,"
              The Dr Dorothea Sandars and Irene Lee Churchill Fellowship to explore the interface between palliative care and physician assisted suicide/voluntary euthanasia - USA, Netherlands, Belgium, Luxembourg, Switzerland
",2012,"Sheahan, Linda","Luxembourg","yes"
"2461",743,"
              The Dr Dorothea Sandars and Irene Lee Churchill Fellowship to explore the interface between palliative care and physician assisted suicide/voluntary euthanasia - USA, Netherlands, Belgium, Luxembourg, Switzerland
",2012,"Sheahan, Linda","Switzerland","yes"
"2462",744,"
              The Australian Biological Resources Study Churchill Fellowship to investigate species diversity among fan flowers and other unique Australian plants - USA, UK, Austria, Sweden
",2012,"Shepherd, Kelly","USA","yes"
"2463",744,"
              The Australian Biological Resources Study Churchill Fellowship to investigate species diversity among fan flowers and other unique Australian plants - USA, UK, Austria, Sweden
",2012,"Shepherd, Kelly","UK","yes"
"2464",744,"
              The Australian Biological Resources Study Churchill Fellowship to investigate species diversity among fan flowers and other unique Australian plants - USA, UK, Austria, Sweden
",2012,"Shepherd, Kelly","Austria","yes"
"2465",744,"
              The Australian Biological Resources Study Churchill Fellowship to investigate species diversity among fan flowers and other unique Australian plants - USA, UK, Austria, Sweden
",2012,"Shepherd, Kelly","Sweden","yes"
"2466",745,"
              The Dorothy and Brian Wilson Churchill Fellowship to investigate strategies aimed at making a difference in the lives of disadvantaged children through education and training - South Africa 
",2012,"Stanley AM, Waverley","South Africa","yes"
"2467",746,"
              The Peter Mitchell Churchill Fellowship to undertake private tuition and mentoring from renowned French double bass pedagogue and performer Thierry Barbe - France
",2012,"Sullivan, Emma","France","yes"
"2468",747,"
              To investigate how sexual orientation and gender identity refugee claims are being pursued by specialist caseworkers - USA, UK
",2012,"Sunil Raj, Senthorun","USA","yes"
"2469",747,"
              To investigate how sexual orientation and gender identity refugee claims are being pursued by specialist caseworkers - USA, UK
",2012,"Sunil Raj, Senthorun","UK","yes"
"2470",748,"
              To study Elder Clown programs in aged care facilities - Netherlands, France, UK, Canada, USA
",2012,"Symons, David","Netherlands","yes"
"2471",748,"
              To study Elder Clown programs in aged care facilities - Netherlands, France, UK, Canada, USA
",2012,"Symons, David","France","yes"
"2472",748,"
              To study Elder Clown programs in aged care facilities - Netherlands, France, UK, Canada, USA
",2012,"Symons, David","UK","yes"
"2473",748,"
              To study Elder Clown programs in aged care facilities - Netherlands, France, UK, Canada, USA
",2012,"Symons, David","Canada","yes"
"2474",748,"
              To study Elder Clown programs in aged care facilities - Netherlands, France, UK, Canada, USA
",2012,"Symons, David","USA","yes"
"2475",749,"
              The Gilbert Spottiswood Churchill Fellowship to research alternative modes of dramaturgical development and performance to enrich theatre making in an Australian context - Italy, Croatia, Poland, UK
",2012,"Talbot, Alicia","Italy","yes"
"2476",749,"
              The Gilbert Spottiswood Churchill Fellowship to research alternative modes of dramaturgical development and performance to enrich theatre making in an Australian context - Italy, Croatia, Poland, UK
",2012,"Talbot, Alicia","Croatia","yes"
"2477",749,"
              The Gilbert Spottiswood Churchill Fellowship to research alternative modes of dramaturgical development and performance to enrich theatre making in an Australian context - Italy, Croatia, Poland, UK
",2012,"Talbot, Alicia","Poland","yes"
"2478",749,"
              The Gilbert Spottiswood Churchill Fellowship to research alternative modes of dramaturgical development and performance to enrich theatre making in an Australian context - Italy, Croatia, Poland, UK
",2012,"Talbot, Alicia","UK","yes"
"2479",750,"
              To research and experience producing models for the contemporary theatre arts - UK, USA
",2012,"Thomas, Joanna","UK","yes"
"2480",750,"
              To research and experience producing models for the contemporary theatre arts - UK, USA
",2012,"Thomas, Joanna","USA","yes"
"2481",751,"
              To investigate sustainability education and sustainability practice with emphasis on water, waste, energy and biodiversity - Finland, Sweden, Denmark, Norway, Iceland, Ireland
",2012,"Thomas PSM, William","Finland","yes"
"2482",751,"
              To investigate sustainability education and sustainability practice with emphasis on water, waste, energy and biodiversity - Finland, Sweden, Denmark, Norway, Iceland, Ireland
",2012,"Thomas PSM, William","Sweden","yes"
"2483",751,"
              To investigate sustainability education and sustainability practice with emphasis on water, waste, energy and biodiversity - Finland, Sweden, Denmark, Norway, Iceland, Ireland
",2012,"Thomas PSM, William","Denmark","yes"
"2484",751,"
              To investigate sustainability education and sustainability practice with emphasis on water, waste, energy and biodiversity - Finland, Sweden, Denmark, Norway, Iceland, Ireland
",2012,"Thomas PSM, William","Norway","yes"
"2485",751,"
              To investigate sustainability education and sustainability practice with emphasis on water, waste, energy and biodiversity - Finland, Sweden, Denmark, Norway, Iceland, Ireland
",2012,"Thomas PSM, William","Iceland","yes"
"2486",751,"
              To investigate sustainability education and sustainability practice with emphasis on water, waste, energy and biodiversity - Finland, Sweden, Denmark, Norway, Iceland, Ireland
",2012,"Thomas PSM, William","Ireland","yes"
"2487",752,"
              The ACT Government David Balfour Churchill Fellowship to study innovative decontamination of public facilities and spaces exposed to hazardous materials - Singapore, UK, USA, Canada
",2012,"Thorpe, Paul","Singapore","yes"
"2488",752,"
              The ACT Government David Balfour Churchill Fellowship to study innovative decontamination of public facilities and spaces exposed to hazardous materials - Singapore, UK, USA, Canada
",2012,"Thorpe, Paul","UK","yes"
"2489",752,"
              The ACT Government David Balfour Churchill Fellowship to study innovative decontamination of public facilities and spaces exposed to hazardous materials - Singapore, UK, USA, Canada
",2012,"Thorpe, Paul","USA","yes"
"2490",752,"
              The ACT Government David Balfour Churchill Fellowship to study innovative decontamination of public facilities and spaces exposed to hazardous materials - Singapore, UK, USA, Canada
",2012,"Thorpe, Paul","Canada","yes"
"2491",753,"
              To study service models and implementation for adults with dual disability of both an intellectual disability and mental illness - UK, Netherlands, Canada
",2012,"Tomasic, Maria","UK","yes"
"2492",753,"
              To study service models and implementation for adults with dual disability of both an intellectual disability and mental illness - UK, Netherlands, Canada
",2012,"Tomasic, Maria","Netherlands","yes"
"2493",753,"
              To study service models and implementation for adults with dual disability of both an intellectual disability and mental illness - UK, Netherlands, Canada
",2012,"Tomasic, Maria","Canada","yes"
"2494",754,"
              The Vincent Fairfax Ethics in Leadership Foundation Churchill Fellowship to visit Microsoft Worldwide schools to investigate innovative leadership, ICT and global learning - Korean Republic, Singapore, Malaysia
",2012,"Turner, Elisabeth","Korean Republic","no"
"2495",754,"
              The Vincent Fairfax Ethics in Leadership Foundation Churchill Fellowship to visit Microsoft Worldwide schools to investigate innovative leadership, ICT and global learning - Korean Republic, Singapore, Malaysia
",2012,"Turner, Elisabeth","Singapore","yes"
